shipment_id,created_at,origin_hub,destination_region,route_id,carrier,service_level,customer_segment,weight_kg,distance_km,promised_at,delivered_at,delay_hours,delivery_status,freight_revenue,operational_cost,contribution_margin,margin_pct
SHP-00114,2026-07-09 22:00:00,HUB-SP,Sudeste,R-SP-PR,RotaSul,D+1,Enterprise,19.18,1345.1,2026-07-11 04:00:00,2026-07-11 09:27:39.154543889,5.46,Atraso leve,127.88,104.56,23.32,18.24
SHP-00115,2026-06-18 10:00:00,HUB-SP,Sul,R-SP-BH,RotaSul,D+1,B2C,22.4,1569.6,2026-06-19 16:00:00,2026-06-19 21:41:36.060235927,5.69,Atraso leve,144.63,76.21,68.42,47.31
SHP-00116,2026-07-08 10:00:00,HUB-PR,Sul,R-SP-BH,Atlas Express,Econômico,B2C,20.01,294.5,2026-07-12 10:00:00,2026-07-12 11:52:35.582305830,1.88,Atraso leve,78.81,52.63,26.18,33.22
SHP-00117,2026-07-19 00:00:00,HUB-SP,Nordeste,R-BH-GO,Atlas Express,Econômico,B2C,2.47,1168.6,2026-07-23 00:00:00,2026-07-23 11:58:15.217851506,11.97,Atraso crítico,107.38,63.16,44.22,41.18
SHP-00118,2026-07-02 05:00:00,HUB-PR,Nordeste,R-SP-PR,RotaSul,Same Day,SMB,18.94,1333.9,2026-07-02 17:00:00,2026-07-03 02:21:43.133271292,9.36,Atraso crítico,143.88,89.45,54.43,37.83
SHP-00119,2026-07-14 02:00:00,HUB-RJ,Nordeste,R-RJ-NE,RotaSul,D+2,B2C,21.12,167.3,2026-07-16 08:00:00,2026-07-16 00:54:08.480358319,-7.1,No prazo,67.17,44.43,22.74,33.85
SHP-00120,2026-06-09 21:00:00,HUB-BH,Nordeste,R-SP-RJ,ViaCargo,Same Day,SMB,1.03,1048.8,2026-06-10 09:00:00,2026-06-10 08:36:17.766030255,-0.4,No prazo,94.22,50.61,43.61,46.29
SHP-00121,2026-06-17 08:00:00,HUB-BH,Nordeste,R-RJ-NE,Atlas Express,D+2,SMB,9.59,1184.4,2026-06-19 14:00:00,2026-06-19 15:00:02.995094114,1.0,Atraso leve,103.8,76.37,27.43,26.43
SHP-00122,2026-06-06 19:00:00,HUB-RJ,Sul,R-SP-BH,Atlas Express,D+2,B2C,5.16,1206.1,2026-06-09 01:00:00,2026-06-08 23:20:30.432422670,-1.66,No prazo,93.11,47.42,45.69,49.07
SHP-00123,2026-06-03 21:00:00,HUB-PR,Nordeste,R-RJ-NE,ViaCargo,D+1,SMB,15.75,726.2,2026-06-05 03:00:00,2026-06-05 18:03:23.695738942,15.06,Atraso crítico,93.7,72.85,20.85,22.25
SHP-00124,2026-06-09 11:00:00,HUB-RJ,Sul,R-BH-GO,Nexo Log,D+1,B2C,7.08,1179.5,2026-06-10 17:00:00,2026-06-11 16:55:00.540583258,23.92,Atraso crítico,106.49,71.06,35.43,33.27
SHP-00125,2026-06-29 02:00:00,HUB-GO,Centro-Oeste,R-SP-RJ,RotaSul,Same Day,B2C,6.39,678.6,2026-06-29 14:00:00,2026-06-29 08:56:32.027550748,-5.06,No prazo,82.41,62.72,19.69,23.89
SHP-00126,2026-06-30 10:00:00,HUB-BH,Sudeste,R-SP-RJ,RotaSul,D+1,SMB,13.63,1087.5,2026-07-01 16:00:00,2026-07-01 08:00:00.000000000,-8.0,No prazo,101.35,48.69,52.66,51.96
SHP-00127,2026-07-17 15:00:00,HUB-GO,Nordeste,R-BH-GO,Atlas Express,D+1,B2C,11.53,1497.8,2026-07-18 21:00:00,2026-07-19 16:26:39.701065370,19.44,Atraso crítico,119.78,66.26,53.52,44.68
SHP-00128,2026-06-29 10:00:00,HUB-RJ,Nordeste,R-SP-RJ,Atlas Express,D+2,B2C,5.13,685.0,2026-07-01 16:00:00,2026-07-01 11:56:41.738698859,-4.06,No prazo,65.82,34.61,31.21,47.42
SHP-00129,2026-06-21 21:00:00,HUB-BH,Sul,R-SP-PR,RotaSul,Same Day,B2C,14.73,340.5,2026-06-22 09:00:00,2026-06-22 01:00:00.000000000,-8.0,No prazo,82.93,66.02,16.91,20.39
SHP-00130,2026-06-17 03:00:00,HUB-PR,Sul,R-SP-PR,Atlas Express,Same Day,B2C,20.49,1210.5,2026-06-17 15:00:00,2026-06-17 23:50:34.905953171,8.84,Atraso crítico,140.0,92.24,47.76,34.11
SHP-00131,2026-06-13 20:00:00,HUB-BH,Nordeste,R-SP-PR,Atlas Express,D+1,B2C,19.39,285.0,2026-06-15 02:00:00,2026-06-15 04:34:42.779558255,2.58,Atraso leve,90.98,59.09,31.89,35.05
SHP-00132,2026-07-05 20:00:00,HUB-SP,Centro-Oeste,R-SP-PR,RotaSul,D+2,B2C,4.8,178.7,2026-07-08 02:00:00,2026-07-09 08:40:25.129808314,30.67,Atraso crítico,54.6,40.86,13.74,25.16
SHP-00133,2026-07-19 06:00:00,HUB-GO,Nordeste,R-BH-GO,Nexo Log,Econômico,B2C,8.04,729.9,2026-07-23 06:00:00,2026-07-23 10:31:03.852057624,4.52,Atraso leve,83.61,53.26,30.35,36.3
SHP-00134,2026-06-24 17:00:00,HUB-RJ,Sudeste,R-PR-CO,RotaSul,D+1,B2C,2.45,278.2,2026-06-25 23:00:00,2026-06-26 07:57:43.207515713,8.96,Atraso crítico,52.04,31.86,20.18,38.78
SHP-00135,2026-07-16 17:00:00,HUB-BH,Nordeste,R-RJ-NE,ViaCargo,D+1,B2C,14.42,1075.3,2026-07-17 23:00:00,2026-07-18 10:39:52.206468523,11.66,Atraso crítico,101.85,81.63,20.22,19.85
SHP-00136,2026-07-26 21:00:00,HUB-SP,Nordeste,R-BH-GO,Nexo Log,Same Day,B2C,13.59,57.1,2026-07-27 09:00:00,2026-07-27 01:00:00.000000000,-8.0,No prazo,61.55,47.38,14.17,23.02
SHP-00137,2026-06-28 09:00:00,HUB-GO,Sul,R-SP-RJ,ViaCargo,D+2,B2C,9.08,910.6,2026-06-30 15:00:00,2026-06-30 13:14:55.839599432,-1.75,No prazo,88.09,47.1,40.99,46.53
SHP-00138,2026-07-23 23:00:00,HUB-GO,Sudeste,R-SP-BH,ViaCargo,D+2,SMB,20.56,312.4,2026-07-26 05:00:00,2026-07-25 21:00:00.000000000,-8.0,No prazo,85.11,66.26,18.85,22.15
SHP-00139,2026-07-01 13:00:00,HUB-PR,Nordeste,R-SP-PR,Nexo Log,D+2,SMB,10.31,601.4,2026-07-03 19:00:00,2026-07-04 04:02:28.077771348,9.04,Atraso crítico,77.12,40.12,37.0,47.98
SHP-00140,2026-07-07 16:00:00,HUB-RJ,Centro-Oeste,R-RJ-NE,ViaCargo,D+1,B2C,0.77,839.9,2026-07-08 22:00:00,2026-07-08 16:57:19.513322488,-5.04,No prazo,73.25,52.35,20.9,28.53
SHP-00141,2026-06-08 01:00:00,HUB-SP,Sudeste,R-SP-PR,Nexo Log,D+2,Enterprise,12.63,354.7,2026-06-10 07:00:00,2026-06-10 02:52:16.648837482,-4.13,No prazo,61.0,33.19,27.81,45.59
SHP-00142,2026-06-28 22:00:00,HUB-GO,Sul,R-SP-BH,ViaCargo,D+1,B2C,2.12,1047.9,2026-06-30 04:00:00,2026-06-29 22:37:08.598458761,-5.38,No prazo,97.45,67.79,29.66,30.44
SHP-00143,2026-06-23 02:00:00,HUB-RJ,Nordeste,R-SP-RJ,RotaSul,D+2,Enterprise,1.16,1133.7,2026-06-25 08:00:00,2026-06-25 07:31:26.641139303,-0.48,No prazo,86.1,67.77,18.33,21.29
SHP-00144,2026-07-28 18:00:00,HUB-SP,Sul,R-PR-CO,Atlas Express,Econômico,B2C,20.07,261.9,2026-08-01 18:00:00,2026-08-01 16:06:24.984863619,-1.89,No prazo,79.9,63.23,16.67,20.86
SHP-00145,2026-07-18 19:00:00,HUB-SP,Nordeste,R-SP-PR,RotaSul,Same Day,SMB,4.71,468.4,2026-07-19 07:00:00,2026-07-20 13:55:13.904987401,30.92,Atraso crítico,72.81,41.01,31.8,43.68
SHP-00146,2026-06-19 21:00:00,HUB-GO,Sul,R-BH-GO,ViaCargo,Econômico,Enterprise,3.22,1276.3,2026-06-23 21:00:00,2026-06-24 01:25:15.897905855,4.42,Atraso leve,103.96,69.11,34.85,33.52
SHP-00147,2026-06-27 12:00:00,HUB-BH,Sul,R-RJ-NE,ViaCargo,D+2,B2C,8.81,635.5,2026-06-29 18:00:00,2026-06-29 22:49:39.390413551,4.83,Atraso leve,67.93,34.39,33.54,49.37
SHP-00148,2026-06-24 10:00:00,HUB-PR,Sudeste,R-PR-CO,Atlas Express,Econômico,Enterprise,3.95,341.2,2026-06-28 10:00:00,2026-06-28 10:09:27.005098131,0.16,Atraso leve,64.66,35.85,28.81,44.56
SHP-00149,2026-07-23 12:00:00,HUB-BH,Sudeste,R-PR-CO,RotaSul,D+1,B2C,1.71,324.3,2026-07-24 18:00:00,2026-07-25 11:55:32.263822625,17.93,Atraso crítico,49.29,38.95,10.34,20.98
SHP-00150,2026-06-10 11:00:00,HUB-PR,Centro-Oeste,R-PR-CO,ViaCargo,Econômico,Enterprise,22.78,566.4,2026-06-14 11:00:00,2026-06-14 21:45:33.885167428,10.76,Atraso crítico,90.7,50.51,40.19,44.31
SHP-00151,2026-07-22 05:00:00,HUB-SP,Centro-Oeste,R-SP-PR,RotaSul,D+2,B2C,7.83,1050.3,2026-07-24 11:00:00,2026-07-25 15:11:49.385870630,28.2,Atraso crítico,103.47,71.46,32.01,30.94
SHP-00152,2026-06-12 05:00:00,HUB-SP,Nordeste,R-RJ-NE,Atlas Express,Econômico,B2C,12.04,838.5,2026-06-16 05:00:00,2026-06-15 21:00:00.000000000,-8.0,No prazo,95.71,60.15,35.56,37.15
SHP-00153,2026-07-02 00:00:00,HUB-GO,Sudeste,R-SP-PR,Nexo Log,D+1,B2C,5.63,1025.6,2026-07-03 06:00:00,2026-07-04 08:31:07.533298635,26.52,Atraso crítico,82.37,67.02,15.35,18.64
SHP-00154,2026-07-06 19:00:00,HUB-GO,Centro-Oeste,R-RJ-NE,Nexo Log,Same Day,B2C,18.81,693.6,2026-07-07 07:00:00,2026-07-07 09:37:00.059065570,2.62,Atraso leve,103.83,80.07,23.76,22.88
SHP-00155,2026-06-27 08:00:00,HUB-GO,Nordeste,R-BH-GO,Nexo Log,D+2,B2C,10.32,1302.2,2026-06-29 14:00:00,2026-06-29 06:00:00.000000000,-8.0,No prazo,117.87,86.09,31.78,26.96
SHP-00156,2026-06-23 12:00:00,HUB-SP,Sul,R-SP-PR,Atlas Express,D+2,Enterprise,15.12,1199.4,2026-06-25 18:00:00,2026-06-26 14:39:50.359507304,20.66,Atraso crítico,131.06,75.06,56.0,42.73
SHP-00157,2026-07-19 09:00:00,HUB-RJ,Sul,R-SP-RJ,RotaSul,D+1,B2C,21.21,1220.5,2026-07-20 15:00:00,2026-07-21 00:42:09.097956625,9.7,Atraso crítico,139.13,75.07,64.06,46.04
SHP-00158,2026-07-03 00:00:00,HUB-RJ,Sudeste,R-SP-PR,RotaSul,D+1,SMB,3.23,887.1,2026-07-04 06:00:00,2026-07-03 22:00:00.000000000,-8.0,No prazo,86.55,43.6,42.95,49.62
SHP-00159,2026-07-06 03:00:00,HUB-RJ,Sul,R-RJ-NE,RotaSul,Econômico,B2C,5.93,586.9,2026-07-10 03:00:00,2026-07-10 09:17:18.509890659,6.29,Atraso leve,61.95,39.59,22.36,36.09
SHP-00160,2026-07-20 11:00:00,HUB-RJ,Sudeste,R-SP-BH,RotaSul,D+2,SMB,3.32,710.5,2026-07-22 17:00:00,2026-07-22 09:00:00.000000000,-8.0,No prazo,66.95,40.54,26.41,39.45
SHP-00161,2026-06-04 19:00:00,HUB-PR,Centro-Oeste,R-PR-CO,Atlas Express,D+2,B2C,23.97,987.4,2026-06-07 01:00:00,2026-06-06 22:58:47.408203067,-2.02,No prazo,136.1,107.37,28.73,21.11
SHP-00162,2026-07-23 06:00:00,HUB-SP,Centro-Oeste,R-RJ-NE,RotaSul,Same Day,B2C,11.96,660.7,2026-07-23 18:00:00,2026-07-23 10:00:00.000000000,-8.0,No prazo,87.27,58.28,28.99,33.22
SHP-00163,2026-07-14 00:00:00,HUB-SP,Nordeste,R-SP-BH,ViaCargo,D+2,B2C,20.98,1425.5,2026-07-16 06:00:00,2026-07-16 06:51:19.355745594,0.86,Atraso leve,140.11,86.39,53.72,38.34
SHP-00164,2026-07-30 22:00:00,HUB-RJ,Nordeste,R-SP-PR,Nexo Log,Econômico,SMB,7.25,284.1,2026-08-03 22:00:00,2026-08-04 08:12:17.360554631,10.2,Atraso crítico,48.29,26.54,21.75,45.04
SHP-00165,2026-06-01 10:00:00,HUB-PR,Sudeste,R-RJ-NE,Atlas Express,D+1,B2C,6.5,1462.6,2026-06-02 16:00:00,2026-06-02 08:00:00.000000000,-8.0,No prazo,110.29,78.35,31.94,28.96
SHP-00166,2026-07-19 23:00:00,HUB-GO,Centro-Oeste,R-SP-PR,RotaSul,D+1,SMB,10.43,700.5,2026-07-21 05:00:00,2026-07-21 23:10:12.109328271,18.17,Atraso crítico,78.68,64.37,14.31,18.19
SHP-00167,2026-07-21 17:00:00,HUB-BH,Centro-Oeste,R-SP-BH,RotaSul,Same Day,SMB,1.12,344.7,2026-07-22 05:00:00,2026-07-22 08:25:29.009314231,3.42,Atraso leve,48.06,36.3,11.76,24.47
SHP-00168,2026-07-30 21:00:00,HUB-SP,Sudeste,R-SP-BH,Atlas Express,D+1,Enterprise,9.96,774.9,2026-08-01 03:00:00,2026-07-31 22:14:01.698910006,-4.77,No prazo,97.09,67.8,29.29,30.17
SHP-00169,2026-06-11 03:00:00,HUB-RJ,Nordeste,R-SP-PR,Atlas Express,D+1,B2C,17.57,1211.0,2026-06-12 09:00:00,2026-06-12 01:00:00.000000000,-8.0,No prazo,116.43,74.42,42.01,36.08
SHP-00170,2026-06-16 00:00:00,HUB-RJ,Sudeste,R-SP-BH,ViaCargo,D+2,B2C,21.8,1287.3,2026-06-18 06:00:00,2026-06-18 07:25:00.452678160,1.42,Atraso leve,132.87,76.16,56.71,42.68
SHP-00171,2026-06-02 15:00:00,HUB-GO,Sudeste,R-PR-CO,RotaSul,D+1,B2C,9.7,70.7,2026-06-03 21:00:00,2026-06-04 05:39:24.094678975,8.66,Atraso crítico,40.37,28.15,12.22,30.27
SHP-00172,2026-07-22 01:00:00,HUB-GO,Sudeste,R-BH-GO,ViaCargo,Econômico,SMB,5.62,95.1,2026-07-26 01:00:00,2026-07-25 19:19:23.055835988,-5.68,No prazo,51.59,30.13,21.46,41.6
SHP-00173,2026-07-07 09:00:00,HUB-SP,Nordeste,R-SP-RJ,Atlas Express,D+2,SMB,10.7,1404.5,2026-07-09 15:00:00,2026-07-09 21:19:38.776855410,6.33,Atraso leve,124.77,91.48,33.29,26.68
SHP-00174,2026-07-14 22:00:00,HUB-SP,Nordeste,R-SP-PR,Atlas Express,D+1,B2C,12.17,815.9,2026-07-16 04:00:00,2026-07-16 20:20:12.859636379,16.34,Atraso crítico,96.56,65.25,31.31,32.43
SHP-00175,2026-07-17 16:00:00,HUB-RJ,Centro-Oeste,R-RJ-NE,ViaCargo,D+2,B2C,19.13,1537.6,2026-07-19 22:00:00,2026-07-20 21:16:57.238306195,23.28,Atraso crítico,152.95,121.15,31.8,20.79
SHP-00176,2026-06-12 13:00:00,HUB-BH,Sudeste,R-BH-GO,ViaCargo,D+2,B2C,2.43,668.6,2026-06-14 19:00:00,2026-06-14 14:30:42.753874092,-4.49,No prazo,77.28,44.56,32.72,42.34
SHP-00177,2026-07-07 20:00:00,HUB-PR,Sul,R-PR-CO,Atlas Express,Econômico,B2C,8.22,976.1,2026-07-11 20:00:00,2026-07-11 19:16:28.545522447,-0.73,No prazo,99.76,76.02,23.74,23.8
SHP-00178,2026-07-17 11:00:00,HUB-BH,Centro-Oeste,R-SP-BH,RotaSul,D+2,B2C,1.51,567.0,2026-07-19 17:00:00,2026-07-20 06:58:44.124086688,13.98,Atraso crítico,69.69,34.18,35.51,50.95
SHP-00179,2026-06-22 20:00:00,HUB-BH,Nordeste,R-RJ-NE,Atlas Express,D+1,B2C,21.28,357.2,2026-06-24 02:00:00,2026-06-25 01:10:17.252220856,23.17,Atraso crítico,87.36,65.08,22.28,25.5
SHP-00180,2026-07-16 00:00:00,HUB-GO,Sul,R-SP-PR,Nexo Log,Same Day,B2C,15.33,1194.2,2026-07-16 12:00:00,2026-07-17 02:41:06.735422881,14.69,Atraso crítico,122.09,86.21,35.88,29.39
SHP-00181,2026-06-02 06:00:00,HUB-SP,Sul,R-PR-CO,ViaCargo,Econômico,B2C,3.56,1556.2,2026-06-06 06:00:00,2026-06-06 03:02:38.993351857,-2.96,No prazo,128.92,102.29,26.63,20.66
SHP-00182,2026-07-05 23:00:00,HUB-SP,Sudeste,R-SP-RJ,Atlas Express,D+1,B2C,1.9,1583.9,2026-07-07 05:00:00,2026-07-06 22:20:06.821017761,-6.66,No prazo,106.57,55.96,50.61,47.49
SHP-00183,2026-06-06 08:00:00,HUB-BH,Nordeste,R-RJ-NE,RotaSul,D+2,B2C,12.63,1144.7,2026-06-08 14:00:00,2026-06-08 06:00:00.000000000,-8.0,No prazo,112.13,67.02,45.11,40.23
SHP-00184,2026-07-09 13:00:00,HUB-RJ,Sul,R-RJ-NE,Atlas Express,D+2,B2C,6.06,1349.7,2026-07-11 19:00:00,2026-07-11 13:49:41.279857110,-5.17,No prazo,108.01,77.04,30.97,28.67
SHP-00185,2026-07-24 03:00:00,HUB-PR,Sudeste,R-RJ-NE,RotaSul,D+1,B2C,21.85,482.6,2026-07-25 09:00:00,2026-07-25 16:27:32.999912973,7.46,Atraso leve,96.29,55.71,40.58,42.14
SHP-00186,2026-07-12 14:00:00,HUB-PR,Nordeste,R-SP-RJ,Atlas Express,D+2,B2C,16.71,1084.5,2026-07-14 20:00:00,2026-07-14 12:19:58.852358092,-7.67,No prazo,122.45,61.86,60.59,49.48
SHP-00187,2026-06-27 08:00:00,HUB-RJ,Sul,R-SP-RJ,ViaCargo,D+1,B2C,5.84,1330.2,2026-06-28 14:00:00,2026-06-28 06:00:00.000000000,-8.0,No prazo,111.9,82.65,29.25,26.14
SHP-00188,2026-07-15 19:00:00,HUB-GO,Nordeste,R-RJ-NE,RotaSul,D+2,B2C,12.78,969.2,2026-07-18 01:00:00,2026-07-18 03:39:32.224847002,2.66,Atraso leve,110.03,55.5,54.53,49.56
SHP-00189,2026-07-02 03:00:00,HUB-BH,Sul,R-PR-CO,ViaCargo,D+2,B2C,10.92,301.7,2026-07-04 09:00:00,2026-07-04 10:43:43.893701907,1.73,Atraso leve,56.77,29.09,27.68,48.76
SHP-00190,2026-07-28 23:00:00,HUB-PR,Centro-Oeste,R-BH-GO,Atlas Express,D+2,B2C,13.77,259.5,2026-07-31 05:00:00,2026-07-31 06:26:33.516451957,1.44,Atraso leve,77.96,41.85,36.11,46.32
SHP-00191,2026-06-24 23:00:00,HUB-RJ,Nordeste,R-BH-GO,Atlas Express,D+1,B2C,21.76,807.8,2026-06-26 05:00:00,2026-06-25 21:00:00.000000000,-8.0,No prazo,118.67,91.25,27.42,23.11
SHP-00192,2026-06-15 02:00:00,HUB-RJ,Centro-Oeste,R-SP-PR,RotaSul,D+1,SMB,14.06,1589.7,2026-06-16 08:00:00,2026-06-16 07:27:09.157947692,-0.55,No prazo,152.91,100.78,52.13,34.09
SHP-00193,2026-06-25 08:00:00,HUB-RJ,Centro-Oeste,R-PR-CO,Nexo Log,D+1,SMB,7.42,712.1,2026-06-26 14:00:00,2026-06-26 13:45:42.871460770,-0.24,No prazo,91.9,74.89,17.01,18.51
SHP-00194,2026-07-21 05:00:00,HUB-RJ,Centro-Oeste,R-SP-RJ,Nexo Log,D+1,B2C,13.55,816.2,2026-07-22 11:00:00,2026-07-23 02:06:16.237517200,15.1,Atraso crítico,100.55,62.22,38.33,38.12
SHP-00195,2026-06-26 16:00:00,HUB-BH,Sudeste,R-SP-BH,Nexo Log,D+1,B2C,10.82,376.2,2026-06-27 22:00:00,2026-06-28 02:11:10.687653129,4.19,Atraso leve,74.23,49.61,24.62,33.17
SHP-00196,2026-07-22 06:00:00,HUB-RJ,Centro-Oeste,R-PR-CO,Atlas Express,D+2,B2C,1.51,937.0,2026-07-24 12:00:00,2026-07-24 17:20:25.410596232,5.34,Atraso leve,68.94,52.99,15.95,23.14
SHP-00197,2026-06-14 23:00:00,HUB-RJ,Sudeste,R-SP-PR,RotaSul,D+1,B2C,21.45,32.5,2026-06-16 05:00:00,2026-06-16 03:27:46.787309430,-1.54,No prazo,61.01,48.04,12.97,21.26
SHP-00198,2026-07-19 09:00:00,HUB-PR,Sudeste,R-RJ-NE,Nexo Log,D+1,B2C,14.47,1525.7,2026-07-20 15:00:00,2026-07-21 15:19:02.019078279,24.32,Atraso crítico,137.75,80.19,57.56,41.79
SHP-00199,2026-07-15 06:00:00,HUB-BH,Centro-Oeste,R-SP-RJ,RotaSul,D+1,B2C,10.65,1035.8,2026-07-16 12:00:00,2026-07-16 15:07:01.409553097,3.12,Atraso leve,106.47,79.22,27.25,25.59
SHP-00200,2026-06-02 08:00:00,HUB-PR,Centro-Oeste,R-BH-GO,Atlas Express,D+2,SMB,1.21,369.4,2026-06-04 14:00:00,2026-06-04 11:45:00.959627586,-2.25,No prazo,47.99,29.79,18.2,37.92
SHP-00201,2026-07-05 07:00:00,HUB-PR,Nordeste,R-PR-CO,Nexo Log,D+1,Enterprise,22.21,1523.8,2026-07-06 13:00:00,2026-07-06 10:34:17.297124642,-2.43,No prazo,140.32,103.75,36.57,26.06
SHP-00202,2026-06-02 07:00:00,HUB-BH,Nordeste,R-SP-BH,Atlas Express,Econômico,B2C,20.42,987.9,2026-06-06 07:00:00,2026-06-06 18:01:41.276309951,11.03,Atraso crítico,122.51,76.19,46.32,37.81
SHP-00203,2026-07-11 00:00:00,HUB-PR,Centro-Oeste,R-RJ-NE,Atlas Express,Same Day,B2C,11.44,823.1,2026-07-11 12:00:00,2026-07-11 04:38:41.931348307,-7.36,No prazo,88.82,71.91,16.91,19.04
SHP-00204,2026-07-22 04:00:00,HUB-RJ,Centro-Oeste,R-SP-PR,RotaSul,D+1,B2C,22.63,1178.6,2026-07-23 10:00:00,2026-07-24 07:25:28.048450378,21.42,Atraso crítico,127.21,108.06,19.15,15.05
SHP-00205,2026-07-06 15:00:00,HUB-SP,Sul,R-BH-GO,Atlas Express,Econômico,B2C,23.7,253.7,2026-07-10 15:00:00,2026-07-10 08:37:05.066409252,-6.38,No prazo,75.19,53.33,21.86,29.07
SHP-00206,2026-07-12 19:00:00,HUB-PR,Sudeste,R-RJ-NE,RotaSul,D+2,Enterprise,8.17,1355.4,2026-07-15 01:00:00,2026-07-15 10:58:21.236129982,9.97,Atraso crítico,117.08,89.75,27.33,23.34
SHP-00207,2026-06-16 08:00:00,HUB-RJ,Nordeste,R-BH-GO,Nexo Log,Same Day,B2C,3.57,257.0,2026-06-16 20:00:00,2026-06-16 23:56:43.783344732,3.95,Atraso leve,52.11,25.85,26.26,50.39
SHP-00208,2026-06-30 14:00:00,HUB-BH,Centro-Oeste,R-RJ-NE,Nexo Log,D+1,B2C,6.86,65.8,2026-07-01 20:00:00,2026-07-02 04:43:43.363334993,8.73,Atraso crítico,46.0,27.93,18.07,39.28
SHP-00209,2026-06-26 01:00:00,HUB-RJ,Sul,R-SP-RJ,RotaSul,D+1,B2C,19.49,613.9,2026-06-27 07:00:00,2026-06-27 06:11:28.030058615,-0.81,No prazo,98.05,66.85,31.2,31.82
SHP-00210,2026-06-24 21:00:00,HUB-BH,Centro-Oeste,R-PR-CO,Atlas Express,D+1,B2C,18.83,1508.7,2026-06-26 03:00:00,2026-06-26 05:35:26.911441415,2.59,Atraso leve,133.31,91.25,42.06,31.55
SHP-00211,2026-07-17 10:00:00,HUB-RJ,Nordeste,R-RJ-NE,ViaCargo,D+2,Enterprise,1.21,720.2,2026-07-19 16:00:00,2026-07-19 08:00:00.000000000,-8.0,No prazo,69.58,36.87,32.71,47.01
SHP-00212,2026-07-30 02:00:00,HUB-BH,Sudeste,R-SP-RJ,ViaCargo,Same Day,B2C,7.91,775.5,2026-07-30 14:00:00,2026-07-31 05:09:44.642461586,15.16,Atraso crítico,96.13,61.66,34.47,35.86
SHP-00213,2026-07-18 13:00:00,HUB-BH,Sul,R-BH-GO,Atlas Express,Same Day,B2C,12.16,1554.2,2026-07-19 01:00:00,2026-07-19 01:28:57.084763934,0.48,Atraso leve,129.05,84.08,44.97,34.85
SHP-00214,2026-07-27 01:00:00,HUB-RJ,Sul,R-PR-CO,Nexo Log,Econômico,B2C,23.44,310.6,2026-07-31 01:00:00,2026-07-31 03:49:25.440172951,2.82,Atraso leve,83.16,40.79,42.37,50.95
SHP-00215,2026-07-14 02:00:00,HUB-BH,Centro-Oeste,R-RJ-NE,RotaSul,D+1,SMB,8.65,567.9,2026-07-15 08:00:00,2026-07-15 00:00:00.000000000,-8.0,No prazo,79.6,50.83,28.77,36.14
SHP-00216,2026-06-17 01:00:00,HUB-RJ,Sudeste,R-SP-BH,ViaCargo,D+2,SMB,8.36,76.8,2026-06-19 07:00:00,2026-06-20 10:31:01.004909731,27.52,Atraso crítico,46.46,24.26,22.2,47.78
SHP-00217,2026-06-21 21:00:00,HUB-GO,Nordeste,R-SP-RJ,Atlas Express,Econômico,B2C,17.11,1146.0,2026-06-25 21:00:00,2026-06-26 01:15:20.745584035,4.26,Atraso leve,134.35,80.09,54.26,40.39
SHP-00218,2026-07-07 15:00:00,HUB-SP,Sul,R-RJ-NE,Nexo Log,D+2,B2C,0.54,1485.4,2026-07-09 21:00:00,2026-07-09 13:00:00.000000000,-8.0,No prazo,103.33,50.99,52.34,50.65
SHP-00219,2026-06-21 09:00:00,HUB-RJ,Sul,R-SP-BH,RotaSul,Same Day,B2C,9.21,625.5,2026-06-21 21:00:00,2026-06-22 02:27:55.350157029,5.47,Atraso leve,74.38,43.99,30.39,40.86
SHP-00220,2026-06-12 19:00:00,HUB-PR,Centro-Oeste,R-SP-BH,ViaCargo,D+1,SMB,22.3,814.2,2026-06-14 01:00:00,2026-06-14 07:00:37.360966272,6.01,Atraso leve,114.44,67.17,47.27,41.31
SHP-00221,2026-07-15 06:00:00,HUB-SP,Sul,R-PR-CO,Atlas Express,Econômico,SMB,19.39,503.9,2026-07-19 06:00:00,2026-07-19 21:41:29.168534871,15.69,Atraso crítico,101.79,52.12,49.67,48.8
SHP-00222,2026-07-17 06:00:00,HUB-PR,Sudeste,R-SP-BH,Atlas Express,Same Day,B2C,18.53,1281.8,2026-07-17 18:00:00,2026-07-17 12:36:59.831208744,-5.38,No prazo,134.77,103.95,30.82,22.87
SHP-00223,2026-07-29 23:00:00,HUB-PR,Sul,R-SP-PR,RotaSul,Same Day,B2C,9.55,688.8,2026-07-30 11:00:00,2026-07-31 04:41:58.116227104,17.7,Atraso crítico,92.01,57.88,34.13,37.09
SHP-00224,2026-06-17 03:00:00,HUB-BH,Sul,R-SP-RJ,RotaSul,D+2,SMB,12.16,255.6,2026-06-19 09:00:00,2026-06-19 14:36:02.164219661,5.6,Atraso leve,59.97,40.32,19.65,32.77
SHP-00225,2026-07-29 03:00:00,HUB-SP,Nordeste,R-SP-BH,RotaSul,Econômico,B2C,20.15,240.2,2026-08-02 03:00:00,2026-08-02 07:40:18.672622363,4.67,Atraso leve,78.65,42.3,36.35,46.22
SHP-00226,2026-07-29 07:00:00,HUB-GO,Nordeste,R-SP-RJ,Atlas Express,D+1,B2C,13.62,1157.8,2026-07-30 13:00:00,2026-07-30 23:13:44.847129759,10.23,Atraso crítico,105.03,71.76,33.27,31.68
